"ABBREV";"LABEL";"NAME";"DESCRIPTION";"DATA_TYPE";"NOT_NULL";"TYPE";"STATUS";"DISPLAY_NAME";"ONTOLOGY_REFERENCE";"BIBLIOGRAPHICAL_REFERENCE";"PROPERTY";"METHOD";"SCALE";"SCALE_UNIT";"SCALE_TYPE";"SCALE_LEVEL";"DEFAULT_VALUE";"MINIMUM_VALUE";"MAXIMUM_VALUE";"VARIABLE_SET";"SYNONYM";"ENTRY_MESSAGE";"CODED_VALUES";"NOTES"
"YLD_6_CONT";"GYKGPHA6";"grain yield per kg/ha6";"grain yield derived from ADJYLD3 w/o MC";"character varying";"FALSE";"observation";;"grain yield per kg/ha6";;;;"Computed as YLD = ADJYLD3 * (10/ADJHVArea)";"kg/ha";;"continuous";;;;;"agronomic";;;;"added by consie"
"Field_Row_CONT";"ROW";"Field Row";"horizontal postion of the plot in the field layout";"character varying";"FALSE";"metadata";"active";"Field Row";;;;;;;"continuous";;;;;"field management";;;;"added by koni"
"Field_Column_CONT";"COLUMN";"Field Column";"vertical position of the plot in the field layout";"character varying";"FALSE";"metadata";"active";"Field Column";;;;;;;"continuous";;;;;"field management";;;;"added by koni"
"PS10_CONT";"PS10";"plant sample 10";"yield of 10 selected plant samples upon harvest";"character varying";"FALSE";"observation";;"Plant Sample 10";;;;"Weigh yield of 10 plant samples";"Measured in gms";;"continuous";;;;;"agronomic";;;;"added by consie"
"PS15_CONT";"PS15";"plant sample 15";"yield of 15 selected plant samples upon harvest";"character varying";"FALSE";"observation";;"plant sample 15";;;;"Weigh yield of 15 plant samples";"Measured in gms";;"continuous";;;;;"agronomic";;;;"added by consie"
"PS20_CONT";"PS20";"plant sample 20";"yield of 20 selected plant samples upon harvest";"character varying";"FALSE";"observation";;"plant sample 20";;;;"Weigh yield of 20 plant samples";"Measured in gms";;"continuous";;;;;"agronomic";;;;"added by consie"
"PS25_CONT";"PS25";"plant sample 25";"yield of 25 selected plant samples upon harvest";"character varying";"FALSE";"observation";;"plant sample 25";;;;"Weigh yield of 25 plant samples";"Measured in gms";;"continuous";;;;;"agronomic";;;;"added by consie"
"PS50_CONT";"PS50";"plant sample 50";"yield of 50 selected plant samples upon harvest";"character varying";"FALSE";"observation";;"plant sample 50";;;;"Weigh yield of 50 plant samples";"Measured in gms";;"continuous";;;;;"agronomic";;;;"added by consie"
"VYR_SCOR_1_9";"VYR";"visual yield rating";"visual yield rating";"integer";"FALSE";"observation";;"visual yield rating";;;;;"1 = excellent gr yield\n3 = v.good yield\n5 = good yield (average)\n7 = poor yield\n9 = no yield";;"categorical";;;;;"agronomic";;;;"added by consie"
"PANNO_CONT";"PANNO";"panicle number";"Panicle number per hill";"integer";"FALSE";"observation";;"panicle number";;;;"Count the number of panicles per hill";;;"continuous";;;;;"agronomic";;;;"added by consie"
"PRODTILL_CONT";"PRODTILL";"productive tiller";"number of productive tillers";"integer";"FALSE";"observation";;"productive tiller";;;;"Count the number of productive tillers";;;"continuous";;;;;"agronomic";;;;"added by consie"
"TOTILL_CONT";"TOTTiller";"total tiller";"total number of tillers";"integer";"FALSE";"observation";;"total tiller";;;;"Record the total number of tiller";;;"continuous";;;;;"agronomic";;;;"added by consie"
"ACTUAL_T1_AMOUNT";"ACTUAL_T1_AMOUNT";"actual t1 amount";"actual t1 amount";"float";"FALSE";"metadata";"active";"Actual T1 Amount";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T1_PERSON_IN_CHARGE";"ACTUAL_T1_PERSON_IN_CHARGE";"actual t1 person in charge";"actual t1 person in charge";"character varying";"FALSE";"metadata";"active";"Actual T1 Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T1_REMARKS";"ACTUAL_T1_REMARKS";"actual t1 remarks";"actual t1 remarks";"character varying";"FALSE";"metadata";"active";"Actual T1 Remarks";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T2_DATE";"ACTUAL_T2_DATE";"actual t2 date";"actual t2 date";"date";"FALSE";"metadata";"active";"Actual T2 Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T2_FERTILIZER_TYPE";"ACTUAL_T2_FERTILIZER_TYPE";"actual t2 fertilizer type";"actual t2 fertilizer type";"character varying";"FALSE";"metadata";"active";"Actual T2 Fertilizer Type";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T2_AMOUNT";"ACTUAL_T2_AMOUNT";"actual t2 amount";"actual t2 amount";"float";"FALSE";"metadata";"active";"Actual T2 Amount";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T2_PERSON_IN_CHARGE";"ACTUAL_T2_PERSON_IN_CHARGE";"actual t2 person in charge";"actual t2 person in charge";"character varying";"FALSE";"metadata";"active";"Actual T2 Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_T2_REMARKS";"ACTUAL_T2_REMARKS";"actual t2 remarks";"actual t2 remarks";"character varying";"FALSE";"metadata";"active";"Actual T2 Remarks";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_HARVEST_DATE";"ACTUAL_HARVEST_DATE";"actual harvest date";"actual harvest date";"date";"FALSE";"metadata";"active";"Actual T2 Harvest Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_HARVEST_VOLUME";"ACTUAL_HARVEST_VOLUME";"actual harvest volume";"actual harvest volume";"float";"FALSE";"metadata";"active";"Actual Harvest Volume";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_HARVEST_PERSON_IN_CHARGE";"ACTUAL_HARVEST_PERSON_IN_CHARGE";"actual harvest person in charge";"actual harvest person in charge";"character varying";"FALSE";"metadata";"active";"Actual Harvest Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_HARVEST_REMARKS";"ACTUAL_HARVEST_REMARKS";"actual harvest remarks";"actual harvest remarks";"character varying";"FALSE";"metadata";"active";"Actual Harvest Remarks";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_PESTICIDE_DATE";"ACTUAL_PESTICIDE_DATE";"actual pesticide date";"actual pesticide date";"date";"FALSE";"metadata";"active";"Actual Pesticide Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_PESTICIDE";"ACTUAL_PESTICIDE";"actual pesticide";"actual pesticide";"character varying";"FALSE";"metadata";"active";"Actual Pesticide";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_PESTICIDE_PERSON_IN_CHARGE";"ACTUAL_PESTICIDE_PERSON_IN_CHARGE";"actual pesticide person in charge";"actual pesticide person in charge";"character varying";"FALSE";"metadata";"active";"Actual Pesticide Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_PESTICIDE_REMARKS";"ACTUAL_PESTICIDE_REMARKS";"actual pesticide remarks";"actual pesticide remarks";"chracter varying";"FALSE";"metadata";"active";"Actual Pesticide Remarks";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"HAS_PRODUCTION_PLAN";"HAS_PRODUCTION_PLAN";"has production plan";"has production plan";"boolean";"FALSE";"metadata";"active";"Has Production Plan";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"LAST_TASK_DONE";"LAST_TASK_DONE";"last task done";"last task done";"character varying";"FALSE";"metadata";"active";"Last Task Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"BREAK_SEED_DORMANCY_DONE";"BREAK_SEED_DORMANCY_DONE";"break seed dormancy done";"break seed dormancy done";"character varying";"FALSE";"metadata";"active";"Break Seed Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"SEEDING_DONE";"SEEDING_DONE";"seeding done";"seeding done";"character varying";"FALSE";"metadata";"active";"Seeding Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"HARVEST_DONE";"HARVEST_DONE";"harvest done";"harvest done";"character varying";"FALSE";"metadata";"active";"Harvest Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"T1_TASK_DONE";"T1_TASK_DONE";"t1 task done";"t1 task done";"character varying";"FALSE";"metadata";"active";"T1 Task Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"BASAL_TASK_DONE";"BASAL_TASK_DONE";"basal task done";"basal task done";"character varying";"FALSE";"metadata";"active";"Basal Task Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"T2_TASK_DONE";"T2_TASK_DONE";"t2 task done";"t2 task done";"character varying";"FALSE";"metadata";"active";"T2 Task Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"PESTICIDE_TASK_DONE";"PESTICIDE_TASK_DONE";"pesticide task done";"pesticide task done";"character varying";"FALSE";"metadata";"active";"Pesticide Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"DRYING_DONE";"DRYING_DONE";"drying done";"drying done";"character varying";"FALSE";"metadata";"active";"Drying Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"SEND_SEEDS_DONE";"SEND_SEEDS_DONE";"send seeds done";"send seeds done";"character varying";"FALSE";"metadata";"active";"Send Seeds Done";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"RGA_F1_ENTRY_ID";"RGA_F1_ENTRY_ID";"rga f1 entry id";"rga f1 entry id";"integer";"FALSE";"metadata";"active";"Rga F1 Entry Id";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"RGA_PREV_GEN_ENTRY_ID";"RGA_PREV_GEN_ENTRY_ID";"rga prev gen entry id";"rga prev gen entry id";"integer";"FALSE";"metadata";"active";"Rga Prev Gen Entry Id";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"TARGET_GENERATION";"TARGET_GENERATION";"target generation";"target generation";"integer";"FALSE";"metadata";"active";"Target Generation";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"NEXT_ENTRY_ID";"NEXT_ENTRY_ID";"next entry id";"next entry id";"integer";"FALSE";"metadata";"active";"Next Entry Id";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"HAS_REACHED_GENERATION";"HAS_REACHED_GENERATION";"has reached generation";"has reached generation";"boolean";"FALSE";"metadata";"active";"Has Reached Generation";;;;;;;"discrete";;;;;"rga status";;;;"added by etenorio/aflores"
"SOURCE_STUDY_ID";"SOURCE_STUDY_ID";"source study id";"source study id";"integer";"FALSE";"metadata";"active";"Source Study Id";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"TARGET_NO_OF_PLANTS";"TARGET_NO_OF_PLANTS";"target no of plants";"target no of plants";"integer";"FALSE";"metadata";"active";"Target No of Plants";;;;;;;"continuous";;;;;"rga status";;;;"added by etenorio/aflores"
"SEND_SEEDS_DATE";"SEND_SEEDS_DATE";"send seeds date";"send seeds date";"date";"FALSE";"metadata";"active";"Send Seeds Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"SEND_SEEDS_REMARK";"SEND_SEEDS_REMARK";"send seeds remark";"send seeds remark";"character varying";"FALSE";"metadata";"active";"Send Seeds Remark";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"SEND_SEEDS_PERSON_IN_CHARGE";"SEND_SEEDS_PERSON_IN_CHARGE";"send seeds person in charge";"send seeds person in charge";"character varying";"FALSE";"metadata";"active";"Send Seeds Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"SEED_PREPARATION_STATUS";"SEED_PREPARATION_STATUS";"seed preparation status";"seed preparation status";"character varying";FALSE;"metadata";"active";"Seed Preparation Status";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"IS_PROGENY_LIST_ACCEPTED";"IS_PROGENY_LIST_ACCEPTED";"is progeny list accepted";"is progeny list accepted";"boolean";FALSE;"metadata";"active";"Is Progeny List Accepted";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"IS_TASK_STARTED";"IS_TASK_STARTED";"is task started";"is task started";"boolean";FALSE;"metadata";"active";"Is Task Started";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"IS_PROGENY_SELECTED";"IS_PROGENY_SELECTED";"is progeny selected";"is progeny selected";"boolean";FALSE;"metadata";"active";"Is Progeny Selected";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_DRYING_DATE";"ACTUAL_DRYING_DATE";"actual drying date";"actual drying date";"date";FALSE;"metadata";"active";"Actual Drying Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_DRYING_HOURS";"ACTUAL_DRYING_HOURS";"actual drying hours";"actual drying hours";"float";FALSE;"metadata";"active";"Actual Drying Hours";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_DRYING_PERSON_IN_CHARGE";"ACTUAL_DRYING_PERSON_IN_CHARGE";"actual drying person in charge";"actual drying person in charge";"character varying";FALSE;"metadata";"active";"Actual Drying Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_CONTAINER_TYPE";"ACTUAL_CONTAINER_TYPE";"actual container type";"actual container type";"character varying";FALSE;"metadata";"active";"Actual Container Type";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_CONTAINER_COUNT";"ACTUAL_CONTAINER_COUNT";"actual container count";"actual container count";"integer";FALSE;"metadata";"active";"Actual Container Count";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_BASAL_DATE";"ACTUAL_BASAL_DATE";"actual basal date";"actual basal date";"date";FALSE;"metadata";"active";"Actual Basal Date";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_BASAL_FERTILIZER_TYPE";"ACTUAL_BASAL_FERTILIZER_TYPE";"actual basal fertilizer type";"actual basal fertilizer type";"character varying";FALSE;"metadata";"active";"Actual Basal Fertlizer Type";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_BASAL_AMOUNT";"ACTUAL_BASAL_AMOUNT";"actual basal amount";"actual basal amount";"float";FALSE;"metadata";"active";"Actual Basal Amount";;;;;;;"continuous";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_BASAL_PERSON_IN_CHARGE";"ACTUAL_BASAL_PERSON_IN_CHARGE";"actual basal person in charge";"actual basal person in charge";"character varying";FALSE;"metadata";"active";"Actual Basal Person in Charge";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"ACTUAL_BASAL_REMARKS";"ACTUAL_BASAL_REMARKS";"actual basal remarks";"actual basal remarks";"character varying";FALSE;"metadata";"active";"Actual Basal Remarks";;;;;;;"discrete";;;;;"actual values set; entry metadata";;;;"added by etenorio/aflores"
"STUDY_NUMBER";;"study number";"Number of study to distinguish it from studies within the same program, place, phase, year, and season";"integer";"TRUE";"system";;"Study number";;;;;;;"continuous";;;;;"study system identifier";;;;"added by aflores"
"STUDY";;"study";"short name of a study, historically compatible, no manual editing";;"TRUE";"identification";;;;;;;;;;;;;;"study identifier";;;;"added by aflores"
"STUDY_START_DATE";"STUDY_START_DATE";"study start date";"Study start date";"date";FALSE;"metadata";"active";"Start date";;;;;;;"discrete";;;;;"study metadata";;;;"added by aflores"
"STUDY_END_DATE";"STUDY_END_DATE";"study end date";"Study end date";"date";FALSE;"metadata";"active";"End date";;;;;;;"discrete";;;;;"study metadata";;;;"added by aflores"
"REMARKS";;"remarks";"Remarks";"text";"FALSE";"metadata";;"Remarks";;;;;;;"discrete";;;;;"metadata";;;;"added by aflores"
"REP_COUNT";;"replication count";"number of replications in a study";"integer";"FALSE";"metadata";;"No. of replications";;;;;;;"continuous";;;;;"study metadata";;;;"added by aflores"
"ENTRY_KEY";;"entry key";"unique indentifier of a study entry?";"numeric";"TRUE";"system";;;;;;;;;"continuous";;;;;"entry system identifier";;;;"added by aflores"
"PLOT_KEY";;"plot key";"Plot key";"numeric";"TRUE";"system";;;;;;;;;"continuous";;;;;"plot system identifier";;;;"added by aflores"
"REP";;"rep";"Replication number of study entry";"integer";"TRUE";"identification";;"Replication no.";;;;;;;"continuous";;;;;"plot identifier";;;;"added by aflores"
"Amt_T4_CONT";"Amount_T4";"T4 fertilizer amount";"Amount of T3 fertilizer used";"character varying";"FALSE";"metadata";;"T2 fertilizer amount";;;;"Record the amount of topdress 4 fertilizer";"Measured in grams";;"continuous";;;;;"field management";;;;
"ENTCODE";"ENTCODE";"entry code";"Code of an entry in a study";"character varying";FALSE;"metadata";;"Entry code";;;;;;;"discrete";;;;;"entry metadata";;;;"added by aflores"
